年份,公司代號,公司名稱,ROE,ROA
2002,8081,致新,5.0,6.0
2003,8081,致新,7.0,9.0
2004,8081,致新,21.0,30.0
2005,8081,致新,45.0,64.0
2006,8081,致新,35.0,45.0
2007,8081,致新,33.0,40.0
2008,8081,致新,16.0,19.0
2009,8081,致新,15.37,18.71
2010,8081,致新,16.49,20.78
2011,8081,致新,13.92,17.48
2013,8081,致新,10.04,13.51
2014,8081,致新,11.4,15.06
2015,8081,致新,8.07,10.17
2016,8081,致新,7.28,10.1
2017,8081,致新,5.86,8.09
2018,8081,致新,8.95,12.16
2019,8081,致新,11.95,18.37
2020,8081,致新,14.77,         25.08
2021,8081,致新,25.51,43.12
2022,8081,致新,         20.45,         31.32
