年份,公司代號,公司名稱,ROE,ROA
1990,2511,太子,11.35,         13.18
1991,2511,太子,10.6,13.1
1992,2511,太子,11.1,14.92
1993,2511,太子,9.0,12.0
1994,2511,太子,8.0,11.0
1995,2511,太子,5.0,4.0
1996,2511,太子,5.0,7.0
1997,2511,太子,7.0,9.0
1998,2511,太子,5.0,6.0
1999,2511,太子,1.9,0.07
2000,2511,太子,0.65,-3.55
2001,2511,太子,         -1.73,-5.39
2002,2511,太子,-4.48,-10.08
2003,2511,太子,1.77,3.94
2004,2511,太子,4.81,11.69
2005,2511,太子,4.31,9.97
2006,2511,太子,8.14,12.12
2007,2511,太子,2.08,3.63
2008,2511,太子,0.12,-3.08
2009,2511,太子,2.75,5.6
2010,2511,太子,6.79,17.68
2011,2511,太子,6.73,16.43
2013,2511,太子,3.82,9.35
2014,2511,太子,4.9,11.28
2015,2511,太子,4.54,9.15
2016,2511,太子,3.4,6.51
2017,2511,太子,2.76,5.25
2018,2511,太子,2.8,5.21
2019,2511,太子,2.27,3.93
2020,2511,太子,1.4,          3.03
2021,2511,太子,2.85,5.82
2022,2511,太子,          2.94,          5.57
