年份,公司代號,公司名稱,ROE,ROA
1996,2368,金像電,16.76,38.06
1997,2368,金像電,15.02,34.78
1998,2368,金像電,10.33,15.67
2000,2368,金像電,6.98,9.91
2001,2368,金像電,         -1.01,-2.83
2002,2368,金像電,-20.61,-38.68
2003,2368,金像電,1.37,0.79
2004,2368,金像電,9.6,17.13
2005,2368,金像電,9.85,15.84
2006,2368,金像電,10.31,16.13
2007,2368,金像電,9.14,15.52
2008,2368,金像電,2.49,3.5
2009,2368,金像電,-0.88,-0.02
2010,2368,金像電,0.86,0.01
2011,2368,金像電,-2.62,-0.05
2015,2368,金像電,1.26,1.41
2016,2368,金像電,1.63,2.01
2017,2368,金像電,-0.33,-3.87
2018,2368,金像電,2.2,3.3
2019,2368,金像電,1.65,1.82
2020,2368,金像電,10.34,         25.15
2021,2368,金像電,12.79,28.32
2022,2368,金像電,         16.87,         35.51
