年份,公司代號,公司名稱,ROE,ROA
1990,1440,南紡,8.73,          9.68
1991,1440,南紡,8.92,11.5
1992,1440,南紡,5.18,7.02
1993,1440,南紡,2.75,3.58
1994,1440,南紡,9.29,12.82
1995,1440,南紡,3.71,4.77
1996,1440,南紡,2.56,2.82
1997,1440,南紡,3.9,5.33
1998,1440,南紡,0.69,0.07
1999,1440,南紡,1.04,0.94
2000,1440,南紡,0.45,0.08
2001,1440,南紡,         -2.86,-5.32
2002,1440,南紡,2.72,4.13
2003,1440,南紡,3.15,4.88
2004,1440,南紡,2.93,4.47
2005,1440,南紡,0.1,0.11
2006,1440,南紡,1.65,2.09
2007,1440,南紡,5.91,7.51
2008,1440,南紡,-0.79,-1.07
2009,1440,南紡,3.46,4.42
2010,1440,南紡,8.61,11.27
2011,1440,南紡,1.86,2.38
2013,1440,南紡,3.54,4.79
2014,1440,南紡,1.06,1.47
2015,1440,南紡,3.06,4.43
2016,1440,南紡,1.35,1.84
2017,1440,南紡,2.02,2.97
2018,1440,南紡,2.8,4.26
2019,1440,南紡,0.59,0.36
2020,1440,南紡,2.42,          3.88
2021,1440,南紡,6.37,11.15
2022,1440,南紡,          2.71,          4.26
