年份,公司代號,公司名稱,ROE,ROA
2002,1537,廣隆,11.95,18.54
2003,1537,廣隆,7.26,10.37
2004,1537,廣隆,1.68,2.25
2005,1537,廣隆,2.09,2.67
2006,1537,廣隆,6.21,8.18
2007,1537,廣隆,11.78,18.34
2008,1537,廣隆,2.37,2.56
2009,1537,廣隆,15.64,22.98
2010,1537,廣隆,20.08,27.12
2011,1537,廣隆,11.39,15.18
2013,1537,廣隆,15.42,22.07
2014,1537,廣隆,16.56,23.1
2015,1537,廣隆,18.18,24.11
2016,1537,廣隆,19.62,26.57
2017,1537,廣隆,17.57,24.75
2018,1537,廣隆,17.84,26.06
2019,1537,廣隆,17.96,25.25
2020,1537,廣隆,16.17,         21.84
2021,1537,廣隆,11.6,15.94
2022,1537,廣隆,         15.88,         21.68
