年份,公司代號,公司名稱,ROE,ROA
1990,2103,台橡,6.16,          8.19
1991,2103,台橡,9.83,13.64
1992,2103,台橡,6.33,7.7
1993,2103,台橡,8.52,10.76
1994,2103,台橡,13.97,17.76
1995,2103,台橡,23.19,29.74
1996,2103,台橡,18.46,22.62
1997,2103,台橡,15.11,17.83
1998,2103,台橡,2.13,1.88
1999,2103,台橡,-1.67,1.6
2000,2103,台橡,-1.87,-3.29
2001,2103,台橡,          1.56,1.89
2002,2103,台橡,0.56,0.49
2003,2103,台橡,5.63,7.81
2004,2103,台橡,10.41,14.41
2005,2103,台橡,15.29,21.05
2006,2103,台橡,15.53,20.79
2007,2103,台橡,21.65,29.51
2008,2103,台橡,17.53,23.4
2009,2103,台橡,14.95,19.38
2010,2103,台橡,20.26,26.14
2011,2103,台橡,29.06,38.12
2013,2103,台橡,5.42,9.66
2014,2103,台橡,4.24,6.97
2015,2103,台橡,2.31,3.32
2016,2103,台橡,4.08,6.23
2017,2103,台橡,3.42,5.07
2018,2103,台橡,4.62,7.4
2019,2103,台橡,3.09,4.9
2020,2103,台橡,1.02,          1.33
2021,2103,台橡,14.66,24.81
2022,2103,台橡,          6.52,         10.39
