年份,公司代號,公司名稱,ROE,ROA
1991,1512,瑞利,7.38,11.18
1992,1512,瑞利,6.82,10.88
1993,1512,瑞利,7.25,11.78
1994,1512,瑞利,5.8,8.76
1995,1512,瑞利,4.2,4.91
1997,1512,瑞利,1.01,-1.5
1998,1512,瑞利,2.89,2.11
1999,1512,瑞利,0.23,-2.73
2000,1512,瑞利,1.44,-0.99
2001,1512,瑞利,          1.75,0.54
2002,1512,瑞利,1.52,0.51
2003,1512,瑞利,2.7,3.29
2004,1512,瑞利,4.86,8.24
2005,1512,瑞利,3.38,5.8
2006,1512,瑞利,2.11,3.22
2007,1512,瑞利,3.13,5.57
2008,1512,瑞利,-0.04,-1.78
2009,1512,瑞利,-0.59,-2.57
2010,1512,瑞利,3.52,6.19
2011,1512,瑞利,2.35,3.45
2013,1512,瑞利,-0.86,-5.66
2014,1512,瑞利,-2.79,-11.9
2015,1512,瑞利,-1.76,-9.02
2016,1512,瑞利,-1.39,-7.95
2017,1512,瑞利,-13.32,-58.36
2018,1512,瑞利,-4.49,-28.59
2019,1512,瑞利,-14.41,-94.09
2020,1512,瑞利,-4.17,        -58.34
2021,1512,瑞利,-6.48,-118.38
2022,1512,瑞利,         -7.64,        -81.69
