年份,公司代號,公司名稱,ROE,ROA
1990,1438,三地開發,-2.61,         -3.90
1991,1438,三地開發,3.29,3.78
1992,1438,三地開發,-6.98,-8.74
1993,1438,三地開發,-4.59,-6.17
1994,1438,三地開發,5.15,6.8
1995,1438,三地開發,-5.5,-8.19
1996,1438,三地開發,1.03,1.46
1998,1438,三地開發,-15.0,-33.0
1999,1438,三地開發,2.0,2.0
2000,1438,三地開發,-28.0,-64.0
2001,1438,三地開發,         -8.00,-40.0
2002,1438,三地開發,-1.0,-15.0
2003,1438,三地開發,-17.0,-88.0
2004,1438,三地開發,-8.0,-45.0
2005,1438,三地開發,-3.0,-24.0
2006,1438,三地開發,-3.23,-27.27
2007,1438,三地開發,-5.29,-48.44
2008,1438,三地開發,-4.95,-78.0
2009,1438,三地開發,-2.7,-147.89
2010,1438,三地開發,85.48,233.71
2011,1438,三地開發,7.01,8.47
2013,1438,三地開發,5.0,5.73
2014,1438,三地開發,0.6,0.68
2015,1438,三地開發,1.79,2.02
2016,1438,三地開發,-1.14,-1.29
2017,1438,三地開發,-0.91,-1.03
2018,1438,三地開發,-1.98,-2.24
2019,1438,三地開發,-1.78,-2.02
2020,1438,三地開發,3.74,          8.54
2021,1438,三地開發,0.85,3.6
2022,1438,三地開發,          5.53,         23.91
