年份,公司代號,公司名稱,ROE,ROA
1989,2505,國揚,12.09,6.7
1990,2505,國揚,-2.04,        -11.45
1991,2505,國揚,4.61,3.26
1992,2505,國揚,2.1,3.05
1993,2505,國揚,4.52,6.01
1994,2505,國揚,1.58,1.03
1995,2505,國揚,-5.79,9.81
1996,2505,國揚,10.14,17.82
1997,2505,國揚,9.32,16.83
1998,2505,國揚,-37.63,-99.47
1999,2505,國揚,-7.84,-47.32
2000,2505,國揚,-0.03,-26.75
2001,2505,國揚,          4.79,3.95
2004,2505,國揚,1.68,3.81
2005,2505,國揚,0.41,0.79
2006,2505,國揚,0.04,0.1
2007,2505,國揚,4.72,11.12
2008,2505,國揚,1.19,3.11
2009,2505,國揚,-2.65,-6.95
2010,2505,國揚,0.84,1.4
2011,2505,國揚,2.95,6.35
2013,2505,國揚,11.32,30.01
2014,2505,國揚,0.49,0.79
2015,2505,國揚,2.3,4.96
2016,2505,國揚,0.16,0.09
2017,2505,國揚,1.17,1.91
2018,2505,國揚,0.01,-0.64
2019,2505,國揚,0.74,0.68
2020,2505,國揚,25.72,         56.47
2021,2505,國揚,5.41,10.59
2022,2505,國揚,          2.99,          5.15
