年份,公司代號,公司名稱,ROE,ROA
1999,1736,喬山,10.37,45.88
2000,1736,喬山,16.88,57.98
2001,1736,喬山,         15.68,41.57
2002,1736,喬山,16.26,38.93
2003,1736,喬山,15.44,35.25
2004,1736,喬山,16.09,35.6
2005,1736,喬山,22.93,41.06
2006,1736,喬山,27.2,39.56
2007,1736,喬山,7.88,10.97
2008,1736,喬山,0.31,0.04
2009,1736,喬山,-0.69,-1.34
2010,1736,喬山,3.21,5.29
2011,1736,喬山,7.45,14.99
2013,1736,喬山,6.34,13.59
2014,1736,喬山,15.47,33.38
2015,1736,喬山,2.95,6.27
2016,1736,喬山,3.55,8.18
2017,1736,喬山,1.04,1.56
2018,1736,喬山,2.13,4.71
2019,1736,喬山,5.68,14.74
2020,1736,喬山,2.99,          8.09
2021,1736,喬山,0.69,1.11
2022,1736,喬山,          1.16,          2.51
