年份,公司代號,公司名稱,ROE,ROA
1996,1617,榮星,10.08,15.47
1997,1617,榮星,12.51,18.63
1998,1617,榮星,1.17,1.41
1999,1617,榮星,7.1,10.99
2000,1617,榮星,7.01,11.16
2001,1617,榮星,          7.41,11.5
2002,1617,榮星,7.07,11.38
2003,1617,榮星,1.67,2.55
2004,1617,榮星,2.6,4.53
2005,1617,榮星,0.61,0.41
2006,1617,榮星,3.19,5.78
2007,1617,榮星,1.69,2.12
2008,1617,榮星,-3.94,-11.26
2009,1617,榮星,-1.91,-5.37
2010,1617,榮星,3.88,7.0
2011,1617,榮星,-1.63,-4.97
2013,1617,榮星,1.15,1.06
2014,1617,榮星,2.0,2.81
2015,1617,榮星,2.29,3.41
2016,1617,榮星,3.23,5.4
2017,1617,榮星,4.02,7.15
2018,1617,榮星,7.01,12.62
2019,1617,榮星,3.32,5.15
2020,1617,榮星,5.28,          8.41
2021,1617,榮星,6.49,11.02
2022,1617,榮星,          1.53,          2.00
