年份,公司代號,公司名稱,ROE,ROA
1990,9907,統一實,8.72,         13.43
1991,9907,統一實,8.35,10.28
1992,9907,統一實,6.76,6.88
1993,9907,統一實,6.45,6.2
1994,9907,統一實,4.53,4.56
1995,9907,統一實,4.43,6.1
1996,9907,統一實,4.03,7.94
1997,9907,統一實,4.69,5.96
1998,9907,統一實,3.67,3.11
2000,9907,統一實,2.69,2.27
2001,9907,統一實,          0.54,-2.33
2002,9907,統一實,2.01,0.99
2003,9907,統一實,2.95,3.43
2004,9907,統一實,3.53,4.87
2005,9907,統一實,1.06,0.43
2006,9907,統一實,4.32,5.83
2007,9907,統一實,5.75,7.9
2008,9907,統一實,4.67,6.11
2009,9907,統一實,4.39,6.19
2010,9907,統一實,8.31,11.68
2011,9907,統一實,3.97,5.17
2013,9907,統一實,3.94,6.65
2014,9907,統一實,2.46,3.7
2015,9907,統一實,2.19,2.44
2016,9907,統一實,3.63,5.5
2017,9907,統一實,2.5,3.13
2018,9907,統一實,4.85,7.83
2019,9907,統一實,1.91,2.27
2020,9907,統一實,3.03,          4.56
2021,9907,統一實,5.37,8.78
2022,9907,統一實,          6.27,          9.90
