年份,公司代號,公司名稱,ROE,ROA
1993,1235,興泰,-0.12,-3.24
1994,1235,興泰,3.23,3.53
1995,1235,興泰,5.44,9.07
2000,1235,興泰,6.02,8.59
2001,1235,興泰,          9.71,14.12
2002,1235,興泰,9.17,13.29
2003,1235,興泰,6.89,9.95
2004,1235,興泰,7.34,10.42
2005,1235,興泰,3.43,4.4
2006,1235,興泰,2.31,2.33
2007,1235,興泰,8.64,11.13
2008,1235,興泰,2.05,2.04
2009,1235,興泰,2.02,2.2
2010,1235,興泰,1.56,1.67
2011,1235,興泰,1.82,2.06
2013,1235,興泰,-2.07,-4.97
2014,1235,興泰,3.23,4.82
2015,1235,興泰,2.48,3.48
2016,1235,興泰,6.97,10.67
2017,1235,興泰,6.52,8.86
2018,1235,興泰,2.05,2.29
2019,1235,興泰,1.32,1.22
2020,1235,興泰,2.12,          2.35
2021,1235,興泰,1.93,2.48
2022,1235,興泰,          4.59,          6.37
