年份,公司代號,公司名稱,ROE,ROA
1991,1225,福懋油,5.8,5.37
1992,1225,福懋油,5.14,6.34
1993,1225,福懋油,4.73,5.48
1994,1225,福懋油,4.68,2.99
1995,1225,福懋油,8.19,10.37
2001,1225,福懋油,         -0.78,-2.85
2002,1225,福懋油,1.25,1.12
2003,1225,福懋油,1.37,1.6
2004,1225,福懋油,-3.86,-7.74
2005,1225,福懋油,1.72,1.8
2006,1225,福懋油,0.43,-1.45
2007,1225,福懋油,5.71,9.63
2008,1225,福懋油,-2.25,-7.33
2009,1225,福懋油,4.23,7.91
2010,1225,福懋油,4.72,8.39
2011,1225,福懋油,1.51,2.0
2013,1225,福懋油,1.87,2.79
2014,1225,福懋油,1.5,1.79
2015,1225,福懋油,12.48,19.37
2016,1225,福懋油,7.73,13.61
2017,1225,福懋油,5.0,8.76
2018,1225,福懋油,4.78,8.3
2019,1225,福懋油,5.98,10.91
2020,1225,福懋油,5.71,         11.32
2021,1225,福懋油,6.04,12.8
2022,1225,福懋油,          4.22,          8.99
