年份,公司代號,公司名稱,ROE,ROA
1996,3041,揚智,5.56,15.39
1997,3041,揚智,6.32,14.34
1998,3041,揚智,4.23,5.79
1999,3041,揚智,12.11,17.76
2000,3041,揚智,-11.89,-21.99
2001,3041,揚智,          1.41,0.66
2002,3041,揚智,11.0,20.0
2003,3041,揚智,0.0,0.0
2004,3041,揚智,-27.44,-63.7
2005,3041,揚智,13.96,28.2
2006,3041,揚智,16.68,22.51
2007,3041,揚智,12.91,15.52
2008,3041,揚智,4.08,4.79
2009,3041,揚智,16.04,18.97
2010,3041,揚智,13.89,16.66
2011,3041,揚智,9.81,11.58
2013,3041,揚智,12.46,15.09
2014,3041,揚智,3.76,4.46
2015,3041,揚智,-1.28,-1.52
2016,3041,揚智,-9.31,-11.05
2017,3041,揚智,-8.52,-10.1
2018,3041,揚智,-15.72,-18.97
2019,3041,揚智,-7.5,-9.11
2020,3041,揚智,-6.17,         -7.49
2021,3041,揚智,-2.34,-2.89
2022,3041,揚智,          0.45,          0.52
