年份,公司代號,公司名稱,ROE,ROA
1998,1735,日勝化,12.27,18.78
1999,1735,日勝化,18.6,27.05
2000,1735,日勝化,17.59,25.38
2001,1735,日勝化,         13.40,18.7
2002,1735,日勝化,14.44,20.27
2003,1735,日勝化,11.54,17.25
2004,1735,日勝化,9.16,14.94
2005,1735,日勝化,3.19,5.15
2006,1735,日勝化,0.93,1.15
2007,1735,日勝化,4.29,7.36
2008,1735,日勝化,-1.17,-2.85
2009,1735,日勝化,6.92,10.9
2010,1735,日勝化,2.6,3.98
2011,1735,日勝化,1.56,2.35
2013,1735,日勝化,2.5,3.82
2014,1735,日勝化,2.47,3.82
2015,1735,日勝化,4.47,8.19
2016,1735,日勝化,3.02,5.04
2017,1735,日勝化,2.58,4.41
2018,1735,日勝化,0.84,0.74
2019,1735,日勝化,4.49,8.27
2020,1735,日勝化,2.79,          5.01
2021,1735,日勝化,0.7,0.68
2022,1735,日勝化,          1.59,          2.40
