年份,公司代號,公司名稱,ROE,ROA
1992,9919,康那香,10.7,18.31
1993,9919,康那香,10.07,16.03
1994,9919,康那香,9.67,15.57
1995,9919,康那香,9.65,14.8
1996,9919,康那香,7.5,10.58
1997,9919,康那香,6.72,8.86
1998,9919,康那香,5.8,7.02
1999,9919,康那香,5.83,6.97
2000,9919,康那香,5.07,5.82
2001,9919,康那香,          4.51,5.79
2002,9919,康那香,4.78,6.5
2003,9919,康那香,5.68,8.39
2004,9919,康那香,6.04,9.14
2005,9919,康那香,5.17,7.72
2006,9919,康那香,2.48,3.6
2007,9919,康那香,3.74,6.16
2008,9919,康那香,3.59,5.9
2009,9919,康那香,7.27,13.24
2010,9919,康那香,3.74,6.55
2011,9919,康那香,2.42,4.06
2013,9919,康那香,25.22,0.93
2014,9919,康那香,1.38,1.74
2015,9919,康那香,1.15,1.23
2016,9919,康那香,-6.77,-15.06
2017,9919,康那香,2.58,4.37
2018,9919,康那香,0.24,-0.63
2019,9919,康那香,0.85,0.5
2020,9919,康那香,14.43,         32.46
2021,9919,康那香,1.76,3.42
2022,9919,康那香,         -3.46,        -10.51
