年份,公司代號,公司名稱,ROE,ROA
1993,2527,宏璟,6.32,11.1
1994,2527,宏璟,7.17,18.67
1995,2527,宏璟,4.02,9.32
1996,2527,宏璟,-3.82,-12.25
1997,2527,宏璟,8.88,14.97
1998,2527,宏璟,3.29,1.87
1999,2527,宏璟,7.04,7.93
2000,2527,宏璟,1.04,-0.56
2001,2527,宏璟,         -6.04,-13.86
2002,2527,宏璟,-4.69,-10.05
2003,2527,宏璟,-5.17,-10.3
2004,2527,宏璟,-14.73,-29.65
2005,2527,宏璟,2.16,2.74
2006,2527,宏璟,3.47,5.06
2007,2527,宏璟,1.41,1.34
2008,2527,宏璟,1.69,1.58
2009,2527,宏璟,2.56,3.28
2010,2527,宏璟,2.82,4.07
2011,2527,宏璟,5.45,9.17
2013,2527,宏璟,2.58,5.34
2014,2527,宏璟,5.71,12.44
2015,2527,宏璟,4.31,8.7
2016,2527,宏璟,0.35,0.63
2017,2527,宏璟,0.21,0.25
2018,2527,宏璟,2.62,5.48
2019,2527,宏璟,4.42,9.39
2020,2527,宏璟,2.79,          4.45
2021,2527,宏璟,9.67,16.92
2022,2527,宏璟,          2.07,          2.87
