年份,公司代號,公司名稱,ROE,ROA
1990,2509,全坤建,5.19,          9.43
1991,2509,全坤建,1.48,2.45
1992,2509,全坤建,1.75,2.25
1993,2509,全坤建,5.81,10.21
1994,2509,全坤建,5.43,7.61
1995,2509,全坤建,-6.27,-10.21
1996,2509,全坤建,4.06,4.78
1999,2509,全坤建,-3.53,-8.18
2000,2509,全坤建,2.66,3.55
2001,2509,全坤建,          1.92,0.15
2002,2509,全坤建,-4.63,-13.72
2003,2509,全坤建,-16.22,-34.26
2004,2509,全坤建,4.88,8.51
2005,2509,全坤建,5.12,9.25
2006,2509,全坤建,6.95,13.74
2007,2509,全坤建,9.16,19.1
2008,2509,全坤建,6.68,12.51
2009,2509,全坤建,6.92,12.44
2010,2509,全坤建,6.12,12.1
2011,2509,全坤建,6.09,11.57
2013,2509,全坤建,7.81,11.15
2014,2509,全坤建,-3.0,-5.66
2015,2509,全坤建,9.51,19.22
2016,2509,全坤建,-0.01,-1.35
2017,2509,全坤建,1.05,0.84
2018,2509,全坤建,12.48,25.78
2019,2509,全坤建,5.82,9.71
2020,2509,全坤建,3.63,          4.82
2021,2509,全坤建,1.13,0.89
2022,2509,全坤建,         -0.98,         -3.27
