年份,公司代號,公司名稱,ROE,ROA
1990,2316,楠梓電,9.07,         13.81
1991,2316,楠梓電,5.9,8.07
1992,2316,楠梓電,2.86,3.81
1993,2316,楠梓電,7.36,9.89
1994,2316,楠梓電,15.73,20.53
1995,2316,楠梓電,24.63,33.33
1996,2316,楠梓電,17.45,23.59
1997,2316,楠梓電,15.65,21.93
1998,2316,楠梓電,15.59,22.83
1999,2316,楠梓電,4.57,6.34
2000,2316,楠梓電,11.42,19.71
2001,2316,楠梓電,         -2.54,-6.39
2002,2316,楠梓電,5.34,7.34
2003,2316,楠梓電,4.52,6.32
2004,2316,楠梓電,6.02,8.91
2005,2316,楠梓電,1.33,1.86
2006,2316,楠梓電,-8.97,-15.33
2007,2316,楠梓電,-4.42,-8.42
2008,2316,楠梓電,-4.72,-8.47
2009,2316,楠梓電,4.48,6.28
2010,2316,楠梓電,4.77,6.79
2011,2316,楠梓電,5.32,7.77
2013,2316,楠梓電,2.77,4.71
2014,2316,楠梓電,3.45,5.84
2015,2316,楠梓電,35.25,56.97
2016,2316,楠梓電,0.52,0.52
2017,2316,楠梓電,0.1,-0.11
2018,2316,楠梓電,2.7,4.2
2019,2316,楠梓電,4.69,7.6
2020,2316,楠梓電,3.5,          5.66
2021,2316,楠梓電,4.24,7.09
2022,2316,楠梓電,          4.01,          6.49
