年份,公司代號,公司名稱,ROE,ROA
1990,9911,櫻花,7.56,         11.46
1991,9911,櫻花,7.78,10.54
1992,9911,櫻花,5.14,7.12
1993,9911,櫻花,8.4,12.38
1994,9911,櫻花,4.3,4.11
1996,9911,櫻花,2.83,1.54
1997,9911,櫻花,10.52,14.08
1998,9911,櫻花,6.31,7.61
1999,9911,櫻花,-20.12,-39.06
2000,9911,櫻花,-2.78,-10.81
2001,9911,櫻花,          2.61,0.42
2002,9911,櫻花,-10.61,-22.64
2003,9911,櫻花,-0.01,-3.03
2004,9911,櫻花,5.64,8.27
2005,9911,櫻花,2.79,3.37
2006,9911,櫻花,-1.62,-3.88
2007,9911,櫻花,5.34,7.94
2008,9911,櫻花,2.74,3.71
2009,9911,櫻花,6.03,8.94
2010,9911,櫻花,8.21,12.24
2011,9911,櫻花,6.29,9.05
2013,9911,櫻花,8.57,12.83
2014,9911,櫻花,9.07,13.34
2015,9911,櫻花,8.45,12.28
2016,9911,櫻花,11.77,17.04
2017,9911,櫻花,12.24,17.71
2018,9911,櫻花,12.91,18.75
2019,9911,櫻花,13.46,19.61
2020,9911,櫻花,12.45,         18.35
2021,9911,櫻花,12.83,19.27
2022,9911,櫻花,         12.05,         18.25
