年份,公司代號,公司名稱,ROE,ROA
2000,6216,居易,16.0,18.0
2001,6216,居易,         25.00,30.0
2002,6216,居易,32.0,40.0
2003,6216,居易,41.0,54.0
2004,6216,居易,26.0,33.0
2005,6216,居易,10.0,12.0
2006,6216,居易,10.17,11.8
2007,6216,居易,18.0,20.0
2008,6216,居易,10.22,11.37
2009,6216,居易,10.23,11.76
2010,6216,居易,7.81,8.99
2011,6216,居易,10.11,11.62
2013,6216,居易,11.56,13.41
2014,6216,居易,12.96,15.24
2015,6216,居易,14.7,17.48
2016,6216,居易,14.24,17.37
2017,6216,居易,11.39,13.66
2018,6216,居易,11.23,12.9
2019,6216,居易,8.9,10.09
2020,6216,居易,6.43,          7.18
2021,6216,居易,9.35,10.42
2022,6216,居易,          9.62,         10.76
