年份,公司代號,公司名稱,ROE,ROA
2001,8112,至上,          4.72,5.54
2002,8112,至上,4.42,5.87
2003,8112,至上,6.0,12.0
2004,8112,至上,6.0,12.0
2005,8112,至上,8.0,11.0
2006,8112,至上,4.0,2.0
2007,8112,至上,4.0,4.0
2008,8112,至上,1.0,-1.0
2009,8112,至上,6.0,8.0
2010,8112,至上,7.0,11.0
2011,8112,至上,4.0,8.0
2013,8112,至上,2.0,3.0
2014,8112,至上,4.0,8.0
2015,8112,至上,4.0,9.0
2016,8112,至上,7.0,21.0
2017,8112,至上,6.87,20.55
2018,8112,至上,7.69,19.35
2019,8112,至上,6.52,16.53
2020,8112,至上,6.31,         20.22
2021,8112,至上,7.1,29.99
2022,8112,至上,          5.82,         17.63
