年份,公司代號,公司名稱,ROE,ROA
1996,2617,台航,-6.06,-10.98
1997,2617,台航,2.89,4.46
1999,2617,台航,11.63,18.23
2000,2617,台航,3.42,4.65
2001,2617,台航,          5.85,8.02
2004,2617,台航,16.17,21.95
2005,2617,台航,15.58,21.6
2006,2617,台航,13.09,17.2
2007,2617,台航,17.85,22.48
2008,2617,台航,32.49,39.51
2009,2617,台航,14.96,17.78
2010,2617,台航,13.34,15.28
2011,2617,台航,11.21,12.58
2013,2617,台航,4.54,5.79
2014,2617,台航,2.56,3.12
2015,2617,台航,0.83,0.94
2016,2617,台航,-0.46,-0.92
2017,2617,台航,3.56,4.84
2018,2617,台航,6.87,9.59
2019,2617,台航,4.47,5.82
2020,2617,台航,3.48,          4.93
2021,2617,台航,6.76,9.99
2022,2617,台航,          8.97,         12.86
