年份,公司代號,公司名稱,ROE,ROA
1990,1439,雋揚,-5.01,        -23.63
1991,1439,雋揚,6.74,10.26
1992,1439,雋揚,9.9,18.14
1993,1439,雋揚,4.74,7.17
1994,1439,雋揚,5.69,9.3
1995,1439,雋揚,-3.7,-8.97
1996,1439,雋揚,2.63,2.8
1997,1439,雋揚,1.92,1.01
1998,1439,雋揚,-5.78,-12.03
1999,1439,雋揚,1.17,0.82
2000,1439,雋揚,2.62,3.15
2001,1439,雋揚,          5.04,7.66
2002,1439,雋揚,1.55,2.02
2003,1439,雋揚,1.57,2.25
2004,1439,雋揚,1.55,2.29
2005,1439,雋揚,0.39,-0.08
2006,1439,雋揚,-3.46,-13.28
2007,1439,雋揚,0.56,0.68
2008,1439,雋揚,1.29,1.59
2009,1439,雋揚,1.63,2.04
2010,1439,雋揚,78.78,88.1
2011,1439,雋揚,-2.75,-2.98
2013,1439,雋揚,0.08,0.08
2014,1439,雋揚,0.04,0.04
2015,1439,雋揚,0.03,0.03
2016,1439,雋揚,1.19,1.29
2017,1439,雋揚,-0.32,-0.35
2018,1439,雋揚,-3.38,-3.67
2019,1439,雋揚,39.85,41.34
2020,1439,雋揚,9.3,          9.66
2021,1439,雋揚,4.84,5.7
2022,1439,雋揚,          3.15,          4.68
