年份,公司代號,公司名稱,ROE,ROA
1996,1535,中宇,5.39,8.6
1997,1535,中宇,6.52,12.14
1998,1535,中宇,5.0,10.54
1999,1535,中宇,7.32,13.97
2000,1535,中宇,5.86,11.06
2001,1535,中宇,          4.61,6.49
2002,1535,中宇,1.85,2.18
2003,1535,中宇,1.73,4.14
2004,1535,中宇,2.38,6.24
2005,1535,中宇,4.16,11.42
2006,1535,中宇,6.71,15.88
2007,1535,中宇,8.86,17.47
2008,1535,中宇,12.1,22.63
2009,1535,中宇,11.29,21.52
2010,1535,中宇,11.94,23.6
2011,1535,中宇,11.81,24.23
2013,1535,中宇,8.92,20.58
2014,1535,中宇,8.98,19.69
2015,1535,中宇,7.2,14.27
2016,1535,中宇,3.54,7.4
2017,1535,中宇,2.55,5.96
2018,1535,中宇,1.31,3.23
2019,1535,中宇,1.84,4.25
2020,1535,中宇,3.08,          6.66
2021,1535,中宇,5.96,13.05
2022,1535,中宇,          7.54,         15.44
