年份,公司代號,公司名稱,ROE,ROA
2003,6269,台郡,10.26,19.0
2004,6269,台郡,11.01,24.0
2005,6269,台郡,-8.61,-19.0
2006,6269,台郡,-1.73,-4.33
2007,6269,台郡,3.26,4.64
2008,6269,台郡,10.44,15.86
2009,6269,台郡,13.85,21.42
2010,6269,台郡,16.85,27.25
2011,6269,台郡,20.67,33.01
2013,6269,台郡,12.18,26.67
2014,6269,台郡,8.05,17.35
2015,6269,台郡,13.37,22.79
2016,6269,台郡,10.13,14.81
2017,6269,台郡,11.32,18.31
2018,6269,台郡,9.08,14.27
2019,6269,台郡,10.39,15.33
2020,6269,台郡,7.69,         12.36
2021,6269,台郡,6.37,11.24
2022,6269,台郡,          7.52,         13.91
