年份,公司代號,公司名稱,ROE,ROA
1990,2305,全友,15.42,         16.51
1991,2305,全友,10.2,12.84
1992,2305,全友,2.95,2.53
1993,2305,全友,7.48,9.6
1994,2305,全友,5.52,5.09
1995,2305,全友,10.84,14.26
1996,2305,全友,16.11,21.41
1997,2305,全友,11.88,14.95
1998,2305,全友,-5.34,-21.18
1999,2305,全友,-14.32,-29.52
2000,2305,全友,5.46,6.12
2001,2305,全友,        -24.00,-46.0
2002,2305,全友,2.0,2.0
2003,2305,全友,-4.0,-10.0
2004,2305,全友,-13.0,-28.0
2005,2305,全友,-5.0,-11.0
2006,2305,全友,1.5,0.61
2007,2305,全友,0.94,0.17
2008,2305,全友,-9.92,-12.05
2009,2305,全友,-15.12,-20.28
2010,2305,全友,-6.07,-8.62
2011,2305,全友,3.94,4.51
2013,2305,全友,-1.96,-5.01
2014,2305,全友,7.8,11.24
2015,2305,全友,10.15,14.63
2016,2305,全友,0.8,1.15
2017,2305,全友,18.23,25.65
2018,2305,全友,-0.44,-0.57
2019,2305,全友,0.43,0.27
2020,2305,全友,0.93,          0.98
2021,2305,全友,0.84,0.9
2022,2305,全友,          0.81,          0.85
