年份,公司代號,公司名稱,ROE,ROA
1990,1604,聲寶,2.67,          1.39
1991,1604,聲寶,3.37,4.01
1992,1604,聲寶,6.3,8.19
1993,1604,聲寶,7.39,9.99
1994,1604,聲寶,10.58,15.11
1995,1604,聲寶,6.78,9.15
1996,1604,聲寶,5.22,6.47
1997,1604,聲寶,5.16,5.56
1998,1604,聲寶,0.0,-2.97
1999,1604,聲寶,1.6,0.09
2000,1604,聲寶,12.33,16.6
2001,1604,聲寶,          4.84,6.02
2002,1604,聲寶,5.84,8.76
2003,1604,聲寶,5.12,8.11
2004,1604,聲寶,-3.54,-6.74
2005,1604,聲寶,-25.02,-46.37
2006,1604,聲寶,-21.29,-51.83
2007,1604,聲寶,-11.23,-41.09
2008,1604,聲寶,26.84,61.18
2009,1604,聲寶,-0.21,-1.23
2010,1604,聲寶,1.57,1.87
2011,1604,聲寶,1.97,2.69
2013,1604,聲寶,3.91,6.41
2014,1604,聲寶,5.38,8.23
2015,1604,聲寶,4.36,6.69
2016,1604,聲寶,6.78,10.88
2017,1604,聲寶,2.89,4.7
2018,1604,聲寶,5.76,10.37
2019,1604,聲寶,6.46,11.69
2020,1604,聲寶,14.83,         24.67
2021,1604,聲寶,13.6,20.68
2022,1604,聲寶,          5.43,          8.37
