年份,公司代號,公司名稱,ROE,ROA
2000,3004,豐達科,7.37,5.45
2001,3004,豐達科,          5.64,7.54
2002,3004,豐達科,2.68,2.25
2003,3004,豐達科,2.7,2.68
2004,3004,豐達科,-60.85,-144.93
2005,3004,豐達科,-18.52,-102.43
2006,3004,豐達科,-4.58,-59.12
2007,3004,豐達科,-5.96,-82.76
2008,3004,豐達科,-3.66,-64.92
2009,3004,豐達科,1.67,0.94
2010,3004,豐達科,7.23,33.84
2011,3004,豐達科,8.14,25.25
2013,3004,豐達科,6.36,14.28
2014,3004,豐達科,-1.86,-7.21
2015,3004,豐達科,10.61,23.18
2016,3004,豐達科,7.43,16.09
2017,3004,豐達科,5.24,12.53
2018,3004,豐達科,7.47,18.58
2019,3004,豐達科,7.82,19.33
2020,3004,豐達科,1.73,          3.16
2021,3004,豐達科,-1.78,-5.3
2022,3004,豐達科,          3.85,          8.06
