年份,公司代號,公司名稱,ROE,ROA
1990,1103,嘉泥,9.56,         11.80
1991,1103,嘉泥,11.93,15.36
1992,1103,嘉泥,8.21,11.12
1993,1103,嘉泥,13.08,18.25
1994,1103,嘉泥,5.16,5.72
1995,1103,嘉泥,4.01,3.85
1996,1103,嘉泥,6.92,9.6
1997,1103,嘉泥,7.7,10.94
1998,1103,嘉泥,3.04,1.59
1999,1103,嘉泥,1.99,0.16
2000,1103,嘉泥,0.3,-4.32
2001,1103,嘉泥,          2.33,0.34
2002,1103,嘉泥,3.3,3.75
2003,1103,嘉泥,5.09,7.28
2004,1103,嘉泥,3.08,3.85
2005,1103,嘉泥,1.9,2.13
2006,1103,嘉泥,15.16,21.26
2007,1103,嘉泥,4.81,6.19
2008,1103,嘉泥,1.37,1.41
2009,1103,嘉泥,1.92,2.54
2010,1103,嘉泥,1.83,2.2
2011,1103,嘉泥,1.09,1.01
2013,1103,嘉泥,4.57,6.8
2014,1103,嘉泥,0.64,0.26
2015,1103,嘉泥,1.31,1.28
2016,1103,嘉泥,0.63,0.07
2017,1103,嘉泥,3.9,5.57
2018,1103,嘉泥,2.78,3.83
2019,1103,嘉泥,4.27,6.32
2020,1103,嘉泥,4.96,          7.55
2021,1103,嘉泥,2.16,2.94
2022,1103,嘉泥,         -0.10,         -0.73
