年份,公司代號,公司名稱,ROE,ROA
1991,2611,志信,13.56,19.51
1992,2611,志信,14.02,19.37
1993,2611,志信,14.5,19.6
1994,2611,志信,12.9,15.7
1995,2611,志信,6.9,7.9
1996,2611,志信,1.2,1.3
1998,2611,志信,11.4,13.4
2001,2611,志信,          0.80,1.0
2002,2611,志信,5.7,6.9
2003,2611,志信,3.6,4.6
2004,2611,志信,-0.4,-1.2
2005,2611,志信,-0.7,-2.0
2006,2611,志信,4.3,9.2
2007,2611,志信,3.09,4.61
2008,2611,志信,1.54,0.48
2009,2611,志信,1.04,0.36
2010,2611,志信,0.94,0.5
2011,2611,志信,-2.76,-6.16
2013,2611,志信,0.98,0.7
2014,2611,志信,2.02,2.35
2015,2611,志信,1.38,1.25
2016,2611,志信,-0.9,-2.4
2017,2611,志信,0.67,0.36
2018,2611,志信,1.54,1.83
2019,2611,志信,-2.31,-4.53
2020,2611,志信,0.04,         -0.66
2021,2611,志信,6.92,9.71
2022,2611,志信,         -6.38,         -8.68
