年份,公司代號,公司名稱,ROE,ROA
1999,2443,昶虹,19.88,29.73
2000,2443,昶虹,0.45,-0.54
2001,2443,昶虹,          1.82,0.65
2002,2443,昶虹,-4.87,-10.19
2004,2443,昶虹,-3.19,-6.51
2005,2443,昶虹,-6.01,-10.6
2006,2443,昶虹,-2.25,-4.81
2007,2443,昶虹,1.7,1.56
2008,2443,昶虹,-11.24,-16.87
2009,2443,昶虹,1.25,1.13
2010,2443,昶虹,-23.9,-31.16
2011,2443,昶虹,-3.93,-4.73
2013,2443,昶虹,30.0,37.0
2014,2443,昶虹,-4.7,-5.35
2015,2443,昶虹,-10.02,-11.47
2016,2443,昶虹,-10.64,-12.65
2017,2443,昶虹,-14.72,-17.95
2018,2443,昶虹,-21.23,-31.85
2019,2443,昶虹,-17.57,-29.04
2020,2443,昶虹,-41.54,        -64.59
2021,2443,昶虹,-58.44,-156.06
2022,2443,昶虹,         46.22,        108.91
