年份,公司代號,公司名稱,ROE,ROA
1996,2546,根基,11.38,25.07
1997,2546,根基,8.01,17.07
1998,2546,根基,6.44,14.54
1999,2546,根基,4.67,12.0
2000,2546,根基,3.72,10.41
2001,2546,根基,          3.41,7.83
2004,2546,根基,-8.77,-22.66
2005,2546,根基,3.41,9.15
2006,2546,根基,3.98,10.05
2007,2546,根基,4.69,9.55
2008,2546,根基,2.92,5.97
2009,2546,根基,10.6,26.75
2010,2546,根基,7.53,17.45
2011,2546,根基,2.84,6.13
2013,2546,根基,3.97,8.66
2014,2546,根基,4.0,8.28
2015,2546,根基,2.87,6.41
2016,2546,根基,3.94,9.51
2017,2546,根基,4.91,12.93
2018,2546,根基,6.02,16.68
2019,2546,根基,5.3,15.26
2020,2546,根基,7.1,         21.56
2021,2546,根基,7.93,22.51
2022,2546,根基,          9.98,         27.23
