年份,公司代號,公司名稱,ROE,ROA
1994,2358,廷鑫,12.24,26.81
1995,2358,廷鑫,11.91,25.25
1996,2358,廷鑫,5.94,9.23
1997,2358,廷鑫,4.93,7.01
1998,2358,廷鑫,-8.03,-22.61
1999,2358,廷鑫,-19.28,-55.76
2000,2358,廷鑫,-17.86,-58.73
2001,2358,廷鑫,        -30.94,-127.74
2002,2358,廷鑫,-8.28,-51.99
2003,2358,廷鑫,3.14,6.03
2004,2358,廷鑫,2.34,5.41
2005,2358,廷鑫,1.32,2.71
2006,2358,廷鑫,0.98,1.81
2007,2358,廷鑫,1.89,2.96
2008,2358,廷鑫,2.62,3.42
2009,2358,廷鑫,12.09,13.69
2010,2358,廷鑫,3.91,4.1
2011,2358,廷鑫,-3.29,-3.41
2013,2358,廷鑫,-14.05,-16.55
2014,2358,廷鑫,-3.84,-5.15
2015,2358,廷鑫,-22.86,-32.3
2016,2358,廷鑫,-13.93,-36.77
2017,2358,廷鑫,3.21,5.59
2018,2358,廷鑫,4.53,6.61
2019,2358,廷鑫,1.41,0.1
2020,2358,廷鑫,1.42,          0.86
2021,2358,廷鑫,5.01,9.62
2022,2358,廷鑫,          1.03,         -0.19
