年份,公司代號,公司名稱,ROE,ROA
1998,3011,今皓,20.18,33.71
1999,3011,今皓,9.34,18.44
2000,3011,今皓,7.11,10.75
2001,3011,今皓,          4.45,6.49
2002,3011,今皓,7.66,12.25
2003,3011,今皓,8.64,13.59
2004,3011,今皓,3.39,4.54
2005,3011,今皓,8.61,11.66
2006,3011,今皓,3.38,4.44
2007,3011,今皓,0.18,0.23
2008,3011,今皓,-2.22,-2.63
2009,3011,今皓,-1.89,-2.17
2010,3011,今皓,-0.61,-0.73
2011,3011,今皓,0.71,0.8
2013,3011,今皓,-4.1,-6.15
2014,3011,今皓,-2.91,-4.63
2015,3011,今皓,-4.64,-7.37
2016,3011,今皓,0.36,0.22
2017,3011,今皓,-5.35,-8.18
2018,3011,今皓,-1.72,-2.84
2019,3011,今皓,-4.58,-8.0
2020,3011,今皓,-4.82,         -8.98
2021,3011,今皓,3.26,6.8
2022,3011,今皓,         -0.92,         -1.33
