年份,公司代號,公司名稱,ROE,ROA
1996,3024,憶聲,7.35,11.5
1997,3024,憶聲,7.99,12.18
1998,3024,憶聲,5.36,6.84
1999,3024,憶聲,4.99,5.98
2000,3024,憶聲,4.31,5.81
2001,3024,憶聲,          5.76,6.69
2002,3024,憶聲,18.7,23.94
2003,3024,憶聲,15.33,21.7
2004,3024,憶聲,10.02,14.74
2005,3024,憶聲,13.69,19.23
2006,3024,憶聲,2.41,3.07
2007,3024,憶聲,2.62,3.03
2008,3024,憶聲,-2.32,-2.77
2009,3024,憶聲,-4.45,-5.6
2010,3024,憶聲,1.23,1.44
2011,3024,憶聲,-4.9,-6.45
2013,3024,憶聲,-6.12,-16.04
2015,3024,憶聲,-6.34,-14.49
2016,3024,憶聲,15.7,30.54
2017,3024,憶聲,1.27,1.22
2018,3024,憶聲,4.19,5.76
2019,3024,憶聲,1.58,1.83
2020,3024,憶聲,1.39,          1.65
2021,3024,憶聲,5.37,7.69
2022,3024,憶聲,          2.24,          3.24
