年份,公司代號,公司名稱,ROE,ROA
1998,4722,國精化,18.27,37.17
1999,4722,國精化,5.25,7.73
2000,4722,國精化,7.74,11.83
2001,4722,國精化,          8.58,14.56
2002,4722,國精化,7.32,12.41
2003,4722,國精化,5.71,10.18
2004,4722,國精化,6.12,12.08
2005,4722,國精化,4.32,7.88
2006,4722,國精化,2.96,4.82
2007,4722,國精化,2.37,3.4
2008,4722,國精化,1.93,2.71
2009,4722,國精化,3.04,4.82
2010,4722,國精化,5.1,7.9
2011,4722,國精化,5.16,9.09
2013,4722,國精化,4.84,9.16
2014,4722,國精化,5.74,10.2
2015,4722,國精化,10.89,18.24
2016,4722,國精化,10.51,15.96
2017,4722,國精化,8.5,12.72
2018,4722,國精化,7.28,10.6
2019,4722,國精化,7.7,10.36
2020,4722,國精化,8.61,         11.15
2021,4722,國精化,9.41,13.82
2022,4722,國精化,          7.08,         11.08
