年份,公司代號,公司名稱,ROE,ROA
1990,1104,環泥,18.26,         21.72
1991,1104,環泥,15.85,19.6
1992,1104,環泥,22.24,27.35
1993,1104,環泥,16.61,19.44
1994,1104,環泥,11.64,14.67
1998,1104,環泥,4.46,4.77
1999,1104,環泥,4.37,4.95
2000,1104,環泥,1.54,1.03
2001,1104,環泥,         -0.81,-2.58
2002,1104,環泥,0.97,0.93
2003,1104,環泥,4.72,7.39
2004,1104,環泥,4.51,7.02
2005,1104,環泥,4.56,6.62
2006,1104,環泥,4.68,6.25
2007,1104,環泥,2.89,3.65
2008,1104,環泥,0.75,0.5
2009,1104,環泥,4.33,5.81
2010,1104,環泥,7.26,9.65
2011,1104,環泥,2.55,3.06
2013,1104,環泥,6.68,8.16
2014,1104,環泥,7.5,9.13
2015,1104,環泥,7.09,8.7
2016,1104,環泥,8.42,10.39
2017,1104,環泥,6.75,8.28
2018,1104,環泥,4.88,6.01
2019,1104,環泥,5.08,6.35
2020,1104,環泥,5.43,          6.83
2021,1104,環泥,4.63,5.83
2022,1104,環泥,          8.39,         10.67
