年份,公司代號,公司名稱,ROE,ROA
1991,2609,陽明,2.85,3.21
1992,2609,陽明,2.98,3.72
1993,2609,陽明,2.88,4.19
1994,2609,陽明,3.7,6.63
1995,2609,陽明,4.85,8.89
1996,2609,陽明,6.23,11.18
1997,2609,陽明,4.95,6.84
1998,2609,陽明,3.83,3.99
1999,2609,陽明,5.22,7.18
2000,2609,陽明,3.86,4.86
2001,2609,陽明,         -0.36,-2.75
2002,2609,陽明,3.65,4.69
2003,2609,陽明,13.32,23.07
2004,2609,陽明,14.86,25.41
2005,2609,陽明,12.49,20.35
2006,2609,陽明,2.13,2.54
2007,2609,陽明,7.79,12.91
2008,2609,陽明,1.31,1.12
2009,2609,陽明,-18.05,-40.22
2010,2609,陽明,14.31,31.94
2011,2609,陽明,-9.54,-26.33
2013,2609,陽明,-0.95,-8.07
2014,2609,陽明,1.38,1.55
2015,2609,陽明,-4.09,-22.2
2016,2609,陽明,-9.1,-62.03
2017,2609,陽明,1.48,2.3
2018,2609,陽明,-3.51,-26.95
2019,2609,陽明,-0.49,-21.39
2020,2609,陽明,7.79,         45.63
2021,2609,陽明,57.87,122.37
2022,2609,陽明,         40.99,         62.62
