年份,公司代號,公司名稱,ROE,ROA
1994,2027,大成鋼,6.36,8.18
1995,2027,大成鋼,10.15,16.37
1996,2027,大成鋼,8.29,14.9
1997,2027,大成鋼,4.04,3.89
2000,2027,大成鋼,0.81,-2.07
2001,2027,大成鋼,          2.31,0.63
2002,2027,大成鋼,3.75,3.47
2003,2027,大成鋼,4.45,5.36
2004,2027,大成鋼,13.19,22.44
2005,2027,大成鋼,9.79,15.83
2006,2027,大成鋼,19.09,37.08
2007,2027,大成鋼,12.55,21.22
2008,2027,大成鋼,-16.47,-32.34
2010,2027,大成鋼,4.89,7.28
2011,2027,大成鋼,3.15,4.44
2013,2027,大成鋼,2.25,2.42
2014,2027,大成鋼,6.2,13.92
2015,2027,大成鋼,0.91,-1.04
2016,2027,大成鋼,2.68,4.38
2017,2027,大成鋼,4.28,8.96
2018,2027,大成鋼,10.16,21.85
2019,2027,大成鋼,3.9,5.95
2020,2027,大成鋼,1.25,         -0.28
2021,2027,大成鋼,12.16,25.31
2022,2027,大成鋼,         12.03,         22.44
