年份,公司代號,公司名稱,ROE,ROA
1990,2102,泰豐,1.61,          1.84
1991,2102,泰豐,3.8,5.44
1992,2102,泰豐,5.2,7.39
1993,2102,泰豐,4.71,6.57
1994,2102,泰豐,4.65,6.4
1995,2102,泰豐,2.48,3.26
1996,2102,泰豐,4.88,7.21
1997,2102,泰豐,5.99,8.37
1998,2102,泰豐,11.09,16.0
1999,2102,泰豐,-8.76,-16.64
2000,2102,泰豐,-8.95,-19.47
2001,2102,泰豐,          5.91,11.25
2002,2102,泰豐,8.08,16.63
2003,2102,泰豐,21.82,34.44
2004,2102,泰豐,9.08,11.7
2005,2102,泰豐,7.55,9.69
2006,2102,泰豐,7.24,8.83
2007,2102,泰豐,7.53,8.94
2008,2102,泰豐,-2.2,-2.54
2009,2102,泰豐,8.02,8.49
2010,2102,泰豐,3.75,4.28
2011,2102,泰豐,5.16,6.17
2013,2102,泰豐,5.25,7.17
2014,2102,泰豐,3.55,4.45
2015,2102,泰豐,4.5,5.51
2016,2102,泰豐,0.0,-0.09
2017,2102,泰豐,-4.45,-7.39
2018,2102,泰豐,-7.93,-14.36
2019,2102,泰豐,-4.37,-8.73
2020,2102,泰豐,1.16,          1.50
2021,2102,泰豐,-17.58,-36.57
2022,2102,泰豐,        -11.98,        -29.20
