年份,公司代號,公司名稱,ROE,ROA
1993,2023,燁輝,6.36,8.16
1994,2023,燁輝,9.5,21.76
1995,2023,燁輝,12.3,22.2
1996,2023,燁輝,6.52,9.36
1997,2023,燁輝,8.55,13.9
1998,2023,燁輝,7.79,9.71
1999,2023,燁輝,7.79,10.97
2000,2023,燁輝,5.8,7.48
2001,2023,燁輝,          4.55,4.2
2002,2023,燁輝,12.68,19.1
2003,2023,燁輝,11.5,16.88
2004,2023,燁輝,10.59,16.83
2005,2023,燁輝,4.76,6.59
2006,2023,燁輝,6.3,8.23
2007,2023,燁輝,5.33,6.39
2008,2023,燁輝,3.28,3.91
2009,2023,燁輝,1.1,1.07
2010,2023,燁輝,1.27,1.17
2011,2023,燁輝,1.87,2.09
2013,2023,燁輝,1.43,1.23
2014,2023,燁輝,2.28,3.25
2015,2023,燁輝,-1.03,-5.54
2016,2023,燁輝,3.83,8.03
2017,2023,燁輝,2.69,4.49
2018,2023,燁輝,1.46,0.89
2019,2023,燁輝,-0.76,-5.96
2020,2023,燁輝,1.71,          1.87
2021,2023,燁輝,7.04,17.19
2022,2023,燁輝,          1.99,          1.59
