年份,公司代號,公司名稱,ROE,ROA
2002,2886,兆豐金,7.57,8.84
2003,2886,兆豐金,10.07,12.1
2004,2886,兆豐金,10.81,13.57
2005,2886,兆豐金,10.81,12.6
2006,2886,兆豐金,7.58,8.46
2007,2886,兆豐金,7.67,8.67
2008,2886,兆豐金,0.14,0.16
2009,2886,兆豐金,6.64,7.68
2010,2886,兆豐金,6.68,7.62
2011,2886,兆豐金,7.72,8.76
2013,2886,兆豐金,0.77,9.95
2014,2886,兆豐金,0.95,12.03
2015,2886,兆豐金,0.88,10.56
2016,2886,兆豐金,0.67,7.67
2017,2886,兆豐金,0.75,8.72
2018,2886,兆豐金,0.79,9.04
2019,2886,兆豐金,0.8,9.07
2020,2886,兆豐金,0.66,          7.69
2021,2886,兆豐金,0.64,7.86
2022,2886,兆豐金,          0.45,          5.84
