年份,公司代號,公司名稱,ROE,ROA
1991,1717,長興,10.15,18.78
1992,1717,長興,10.18,19.19
1993,1717,長興,10.51,19.79
1994,1717,長興,9.59,16.98
1995,1717,長興,8.0,12.0
1996,1717,長興,10.0,16.0
1997,1717,長興,10.0,16.0
1998,1717,長興,9.0,14.0
1999,1717,長興,9.0,15.0
2000,1717,長興,7.0,10.0
2001,1717,長興,          5.00,8.0
2003,1717,長興,5.0,8.0
2004,1717,長興,7.0,12.0
2005,1717,長興,8.0,14.0
2006,1717,長興,11.0,18.0
2007,1717,長興,10.0,17.0
2008,1717,長興,6.0,10.0
2009,1717,長興,12.0,18.0
2010,1717,長興,9.0,14.0
2011,1717,長興,4.4,6.74
2013,1717,長興,5.21,10.1
2014,1717,長興,5.64,10.97
2015,1717,長興,6.49,12.94
2016,1717,長興,5.73,11.94
2017,1717,長興,4.2,8.81
2018,1717,長興,3.52,6.99
2019,1717,長興,5.23,11.15
2020,1717,長興,5.09,         11.04
2021,1717,長興,6.37,14.55
2022,1717,長興,          4.84,         10.53
