年份,公司代號,公司名稱,ROE,ROA
1998,6128,上福,3.34,6.88
1999,6128,上福,18.79,28.9
2000,6128,上福,25.03,36.51
2001,6128,上福,         26.00,35.99
2002,6128,上福,18.01,22.56
2003,6128,上福,10.04,15.74
2004,6128,上福,9.55,16.55
2005,6128,上福,5.21,6.51
2006,6128,上福,13.34,20.34
2007,6128,上福,9.38,11.5
2008,6128,上福,10.51,12.79
2009,6128,上福,19.06,23.93
2010,6128,上福,15.76,19.86
2011,6128,上福,12.13,15.16
2013,6128,上福,9.12,13.6
2014,6128,上福,9.26,16.39
2015,6128,上福,9.64,18.58
2016,6128,上福,10.67,20.65
2017,6128,上福,10.6,24.51
2018,6128,上福,1.25,1.54
2019,6128,上福,5.71,10.21
2020,6128,上福,2.64,          4.48
2021,6128,上福,5.38,10.45
2022,6128,上福,          9.72,         18.72
