年份,公司代號,公司名稱,ROE,ROA
1997,1476,儒鴻,8.19,15.73
1998,1476,儒鴻,9.33,14.57
1999,1476,儒鴻,8.71,13.35
2000,1476,儒鴻,7.13,12.24
2001,1476,儒鴻,          4.19,5.67
2002,1476,儒鴻,4.58,6.92
2003,1476,儒鴻,5.68,9.49
2004,1476,儒鴻,8.26,15.25
2005,1476,儒鴻,9.51,16.62
2006,1476,儒鴻,10.22,16.09
2007,1476,儒鴻,8.71,13.33
2008,1476,儒鴻,4.84,6.84
2009,1476,儒鴻,9.05,12.86
2010,1476,儒鴻,16.3,22.83
2011,1476,儒鴻,21.0,29.21
2013,1476,儒鴻,24.35,37.3
2014,1476,儒鴻,22.05,34.15
2015,1476,儒鴻,25.79,39.28
2016,1476,儒鴻,19.61,27.23
2017,1476,儒鴻,15.38,20.23
2018,1476,儒鴻,20.93,27.37
2019,1476,儒鴻,19.19,24.53
2020,1476,儒鴻,17.21,         22.82
2021,1476,儒鴻,18.54,25.54
2022,1476,儒鴻,         21.85,         29.34
