年份,公司代號,公司名稱,ROE,ROA
1990,1310,台苯,17.15,         20.54
1991,1310,台苯,-8.23,-14.7
1992,1310,台苯,-5.63,-8.87
1993,1310,台苯,2.04,0.76
1994,1310,台苯,27.11,32.67
1995,1310,台苯,25.19,29.43
1996,1310,台苯,3.52,3.84
1997,1310,台苯,5.1,5.69
1998,1310,台苯,-1.72,-2.56
2000,1310,台苯,9.51,11.54
2002,1310,台苯,8.51,12.01
2003,1310,台苯,4.35,5.97
2004,1310,台苯,4.97,9.18
2005,1310,台苯,-2.76,-4.54
2006,1310,台苯,5.36,7.39
2007,1310,台苯,4.21,5.34
2008,1310,台苯,-10.87,-14.49
2009,1310,台苯,8.66,11.71
2010,1310,台苯,-3.43,-5.04
2011,1310,台苯,-9.11,-15.42
2013,1310,台苯,9.9,17.55
2014,1310,台苯,-0.23,-0.84
2015,1310,台苯,5.73,9.37
2016,1310,台苯,11.55,18.8
2017,1310,台苯,8.88,13.02
2018,1310,台苯,11.21,15.52
2019,1310,台苯,8.97,11.8
2020,1310,台苯,3.2,          3.94
2021,1310,台苯,1.18,1.42
2022,1310,台苯,         -3.58,         -4.71
