年份,公司代號,公司名稱,ROE,ROA
1998,3045,台灣大,18.19,29.87
1999,3045,台灣大,14.19,26.95
2000,3045,台灣大,22.13,42.78
2002,3045,台灣大,12.65,24.15
2003,3045,台灣大,10.64,20.0
2004,3045,台灣大,13.9,22.19
2005,3045,台灣大,13.98,19.33
2006,3045,台灣大,14.07,18.29
2007,3045,台灣大,6.87,10.87
2008,3045,台灣大,18.27,37.15
2009,3045,台灣大,16.8,26.97
2010,3045,台灣大,16.79,26.85
2011,3045,台灣大,15.9,26.99
2013,3045,台灣大,13.53,27.34
2014,3045,台灣大,11.0,25.5
2015,3045,台灣大,10.84,26.19
2016,3045,台灣大,10.72,25.54
2017,3045,台灣大,10.12,23.64
2018,3045,台灣大,9.77,21.84
2019,3045,台灣大,8.83,19.21
2020,3045,台灣大,7.62,         16.92
2021,3045,台灣大,7.1,16.79
2022,3045,台灣大,          7.06,         16.96
