年份,公司代號,公司名稱,ROE,ROA
1990,1210,大成,7.49,          8.62
1991,1210,大成,8.98,11.83
1992,1210,大成,4.03,4.68
1993,1210,大成,1.97,1.24
1994,1210,大成,3.28,3.8
1995,1210,大成,6.26,8.64
2004,1210,大成,2.0,2.55
2005,1210,大成,7.27,12.22
2006,1210,大成,8.74,14.57
2007,1210,大成,9.73,15.3
2008,1210,大成,7.18,10.56
2009,1210,大成,8.46,12.59
2010,1210,大成,7.38,11.1
2011,1210,大成,6.65,10.27
2013,1210,大成,6.61,12.64
2014,1210,大成,2.99,5.16
2015,1210,大成,1.64,2.48
2016,1210,大成,7.27,13.0
2017,1210,大成,7.33,12.66
2018,1210,大成,6.41,10.98
2019,1210,大成,7.35,12.78
2020,1210,大成,8.68,         15.60
2021,1210,大成,4.59,8.13
2022,1210,大成,          5.43,         10.06
