年份,公司代號,公司名稱,ROE,ROA
1996,1538,正峰,7.27,13.85
1997,1538,正峰,17.58,33.06
1998,1538,正峰,12.06,18.74
1999,1538,正峰,8.95,13.58
2000,1538,正峰,2.8,2.77
2001,1538,正峰,          5.21,7.62
2002,1538,正峰,2.53,3.15
2004,1538,正峰,3.77,7.29
2005,1538,正峰,11.39,23.89
2006,1538,正峰,-1.2,-5.22
2007,1538,正峰,-11.47,-30.06
2008,1538,正峰,13.84,27.14
2009,1538,正峰,-4.65,-7.99
2010,1538,正峰,-3.07,-5.62
2011,1538,正峰,-5.47,-10.94
2013,1538,正峰,-18.32,-43.37
2014,1538,正峰,-1.62,-6.4
2015,1538,正峰,-1.95,-6.99
2016,1538,正峰,-5.57,-15.99
2017,1538,正峰,-9.26,-30.43
2018,1538,正峰,-6.55,-26.92
2019,1538,正峰,-12.29,-64.3
2020,1538,正峰,-1.37,         -7.74
2021,1538,正峰,-34.67,-131.16
2022,1538,正峰,         -8.40,        -57.83
