年份,公司代號,公司名稱,ROE,ROA
1997,2385,群光,11.56,19.85
1998,2385,群光,11.93,21.16
1999,2385,群光,-6.06,-19.13
2000,2385,群光,2.67,1.69
2001,2385,群光,         20.18,30.95
2002,2385,群光,22.7,34.15
2003,2385,群光,25.79,41.05
2004,2385,群光,12.97,23.48
2005,2385,群光,7.02,13.31
2006,2385,群光,16.37,27.86
2007,2385,群光,25.5,38.66
2008,2385,群光,22.03,36.33
2009,2385,群光,18.31,32.79
2010,2385,群光,16.06,28.08
2011,2385,群光,15.32,26.98
2013,2385,群光,7.95,20.05
2014,2385,群光,7.64,18.92
2015,2385,群光,6.74,17.29
2016,2385,群光,5.83,15.21
2017,2385,群光,6.24,16.77
2018,2385,群光,5.43,15.0
2019,2385,群光,8.46,22.74
2020,2385,群光,7.52,         19.86
2021,2385,群光,7.79,21.14
2022,2385,群光,         10.69,         23.01
