年份,公司代號,公司名稱,ROE,ROA
1995,2364,倫飛,7.1,11.88
1996,2364,倫飛,13.39,26.23
1997,2364,倫飛,10.44,14.64
1998,2364,倫飛,7.14,10.95
1999,2364,倫飛,-3.8,-8.13
2000,2364,倫飛,-12.86,-24.75
2001,2364,倫飛,        -10.00,-20.46
2002,2364,倫飛,-7.05,-18.01
2003,2364,倫飛,-8.3,-26.02
2004,2364,倫飛,-2.66,-8.02
2005,2364,倫飛,-7.44,-17.42
2006,2364,倫飛,-16.5,-31.01
2007,2364,倫飛,1.4,1.04
2008,2364,倫飛,-2.46,-5.69
2009,2364,倫飛,-6.38,-12.14
2010,2364,倫飛,-4.09,-8.1
2011,2364,倫飛,2.69,3.81
2013,2364,倫飛,-10.76,-19.21
2014,2364,倫飛,-12.02,-24.03
2015,2364,倫飛,-11.77,-27.82
2016,2364,倫飛,-13.09,-36.11
2017,2364,倫飛,-15.76,-45.42
2018,2364,倫飛,-6.7,-22.99
2019,2364,倫飛,-6.32,-28.17
2020,2364,倫飛,2.14,          6.06
2021,2364,倫飛,3.0,9.51
2022,2364,倫飛,          7.59,         25.36
