年份,公司代號,公司名稱,ROE,ROA
1995,9927,泰銘,15.54,22.38
1996,9927,泰銘,15.09,20.67
1997,9927,泰銘,8.51,11.52
1998,9927,泰銘,11.57,14.71
1999,9927,泰銘,11.26,12.77
2000,9927,泰銘,6.07,6.79
2001,9927,泰銘,         14.84,17.65
2002,9927,泰銘,10.81,14.71
2003,9927,泰銘,9.8,14.93
2004,9927,泰銘,20.64,32.23
2005,9927,泰銘,12.45,17.7
2006,9927,泰銘,13.11,18.07
2007,9927,泰銘,27.97,47.03
2008,9927,泰銘,-4.11,-7.65
2009,9927,泰銘,18.76,28.62
2010,9927,泰銘,11.6,17.72
2011,9927,泰銘,7.09,10.01
2013,9927,泰銘,11.27,17.27
2014,9927,泰銘,11.4,16.77
2015,9927,泰銘,7.79,10.88
2016,9927,泰銘,12.62,16.75
2017,9927,泰銘,15.43,19.66
2018,9927,泰銘,5.68,7.04
2019,9927,泰銘,7.96,9.87
2020,9927,泰銘,5.63,          6.73
2021,9927,泰銘,11.94,14.08
2022,9927,泰銘,          9.76,         11.32
