年份,公司代號,公司名稱,ROE,ROA
1990,2317,鴻海,11.21,         16.03
1991,2317,鴻海,13.01,17.58
1992,2317,鴻海,9.54,13.25
1993,2317,鴻海,9.13,14.59
1994,2317,鴻海,16.13,29.93
1995,2317,鴻海,18.0,30.98
1996,2317,鴻海,18.21,28.97
1997,2317,鴻海,22.44,38.44
1998,2317,鴻海,20.63,38.67
1999,2317,鴻海,18.36,28.68
2000,2317,鴻海,16.14,26.15
2001,2317,鴻海,         14.94,26.19
2002,2317,鴻海,14.59,26.96
2003,2317,鴻海,14.72,28.83
2004,2317,鴻海,14.28,27.2
2005,2317,鴻海,14.46,26.97
2006,2317,鴻海,14.75,26.24
2007,2317,鴻海,14.72,25.31
2008,2317,鴻海,8.92,15.49
2009,2317,鴻海,10.28,18.9
2010,2317,鴻海,7.73,16.76
2011,2317,鴻海,6.13,15.42
2013,2317,鴻海,5.25,14.44
2014,2317,鴻海,6.02,14.8
2015,2317,鴻海,6.89,14.69
2016,2317,鴻海,7.01,13.8
2017,2317,鴻海,5.47,11.74
2018,2317,鴻海,5.06,10.37
2019,2317,鴻海,5.53,9.67
2020,2317,鴻海,4.17,          7.96
2021,2317,鴻海,4.51,10.1
2022,2317,鴻海,          4.44,          9.37
