年份,公司代號,公司名稱,ROE,ROA
1990,1810,和成,21.54,         34.84
1991,1810,和成,21.44,33.19
1992,1810,和成,17.46,25.55
1993,1810,和成,16.68,23.85
1994,1810,和成,14.82,23.02
1995,1810,和成,8.85,14.3
2000,1810,和成,1.59,-0.58
2001,1810,和成,          0.38,-1.52
2002,1810,和成,-2.71,-6.26
2003,1810,和成,1.27,0.46
2004,1810,和成,-6.18,-11.02
2005,1810,和成,1.28,0.98
2006,1810,和成,2.81,3.41
2007,1810,和成,-3.05,-5.28
2008,1810,和成,-0.88,-2.03
2009,1810,和成,-2.54,-4.26
2010,1810,和成,0.61,0.46
2011,1810,和成,0.86,0.82
2013,1810,和成,2.2,3.2
2014,1810,和成,2.2,3.25
2015,1810,和成,1.63,2.12
2016,1810,和成,3.11,5.13
2017,1810,和成,1.96,2.77
2018,1810,和成,-0.15,-1.36
2019,1810,和成,0.92,0.64
2020,1810,和成,1.28,          1.36
2021,1810,和成,16.12,26.23
2022,1810,和成,          1.86,          2.28
