年份,公司代號,公司名稱,ROE,ROA
1993,2838,聯邦銀,0.86,2.66
1994,2838,聯邦銀,0.68,3.27
1995,2838,聯邦銀,0.57,3.79
1997,2838,聯邦銀,0.87,8.15
1998,2838,聯邦銀,0.48,5.29
1999,2838,聯邦銀,0.58,6.96
2000,2838,聯邦銀,0.22,2.57
2001,2838,聯邦銀,          0.04,0.42
2002,2838,聯邦銀,-0.75,-8.58
2003,2838,聯邦銀,0.7,8.28
2004,2838,聯邦銀,0.71,9.02
2005,2838,聯邦銀,-1.2,-18.66
2006,2838,聯邦銀,0.09,1.65
2007,2838,聯邦銀,-1.37,-26.87
2008,2838,聯邦銀,-0.34,-6.88
2009,2838,聯邦銀,0.07,1.48
2010,2838,聯邦銀,0.4,7.5
2011,2838,聯邦銀,0.48,8.69
2013,2838,聯邦銀,0.68,10.73
2014,2838,聯邦銀,0.67,10.24
2015,2838,聯邦銀,0.63,9.32
2016,2838,聯邦銀,0.51,7.45
2017,2838,聯邦銀,0.5,6.55
2018,2838,聯邦銀,0.49,7.28
2019,2838,聯邦銀,0.5,6.7
2020,2838,聯邦銀,0.47,          6.14
2021,2838,聯邦銀,0.56,7.51
2022,2838,聯邦銀,          0.42,          5.62
