年份,公司代號,公司名稱,ROE,ROA
1998,1533,車王電,20.02,29.16
1999,1533,車王電,26.88,42.07
2000,1533,車王電,17.5,27.72
2001,1533,車王電,         15.02,22.83
2002,1533,車王電,13.48,20.53
2003,1533,車王電,6.96,10.48
2004,1533,車王電,1.9,1.34
2005,1533,車王電,1.65,1.44
2006,1533,車王電,9.23,17.09
2007,1533,車王電,6.74,11.26
2008,1533,車王電,-0.59,-2.24
2009,1533,車王電,0.75,0.74
2010,1533,車王電,0.44,0.13
2011,1533,車王電,4.25,6.94
2013,1533,車王電,5.69,10.46
2014,1533,車王電,5.84,10.67
2015,1533,車王電,4.11,7.16
2016,1533,車王電,2.34,3.7
2017,1533,車王電,2.95,5.03
2018,1533,車王電,4.73,8.86
2019,1533,車王電,5.41,4.91
2020,1533,車王電,0.31,          3.46
2021,1533,車王電,0.54,3.53
2022,1533,車王電,         -0.33,          1.55
