年份,公司代號,公司名稱,ROE,ROA
1998,3025,星通,24.0,31.0
1999,3025,星通,27.0,32.0
2000,3025,星通,21.0,28.0
2001,3025,星通,         15.50,21.9
2002,3025,星通,-3.7,-6.0
2003,3025,星通,-0.01,-0.57
2004,3025,星通,-0.82,-2.06
2005,3025,星通,1.0,1.1
2006,3025,星通,8.6,11.6
2007,3025,星通,5.09,6.04
2008,3025,星通,3.76,4.42
2009,3025,星通,4.96,6.0
2010,3025,星通,3.93,4.7
2011,3025,星通,-4.12,-5.14
2013,3025,星通,3.99,4.89
2014,3025,星通,1.28,1.54
2015,3025,星通,-1.68,-2.22
2016,3025,星通,2.95,3.54
2017,3025,星通,1.57,1.87
2018,3025,星通,0.13,0.12
2019,3025,星通,5.24,6.28
2020,3025,星通,7.64,          9.50
2021,3025,星通,3.3,4.0
2022,3025,星通,          6.60,          8.13
