年份,公司代號,公司名稱,ROE,ROA
2000,6225,天瀚,28.34,49.69
2001,6225,天瀚,         25.97,41.15
2002,6225,天瀚,13.33,20.69
2003,6225,天瀚,18.42,28.61
2004,6225,天瀚,-0.57,-2.46
2005,6225,天瀚,-24.44,-61.2
2006,6225,天瀚,-7.34,-20.07
2007,6225,天瀚,6.12,9.82
2008,6225,天瀚,-3.41,-7.2
2009,6225,天瀚,-6.96,-13.91
2010,6225,天瀚,-18.05,-37.7
2011,6225,天瀚,-28.37,-54.87
2013,6225,天瀚,-45.68,-93.92
2014,6225,天瀚,-65.14,-196.01
2015,6225,天瀚,-45.21,-191.96
2016,6225,天瀚,-50.65,-205.25
2017,6225,天瀚,-62.27,-287.14
2018,6225,天瀚,-95.23,-315.9
2019,6225,天瀚,-46.76,-113.34
2020,6225,天瀚,-32.78,        -55.10
2021,6225,天瀚,-15.53,-26.16
2022,6225,天瀚,         -6.47,         -7.96
