年份,公司代號,公司名稱,ROE,ROA
1990,2706,第一店,11.9,         12.50
1991,2706,第一店,9.8,13.4
1992,2706,第一店,7.2,9.2
1993,2706,第一店,6.6,8.2
1994,2706,第一店,8.0,9.9
1995,2706,第一店,6.0,8.0
1996,2706,第一店,5.9,8.4
1997,2706,第一店,6.6,9.1
1998,2706,第一店,7.7,10.6
1999,2706,第一店,8.0,10.9
2001,2706,第一店,          5.50,7.2
2002,2706,第一店,4.0,5.2
2003,2706,第一店,3.1,4.0
2004,2706,第一店,4.5,5.8
2005,2706,第一店,6.5,8.0
2006,2706,第一店,10.72,12.79
2007,2706,第一店,5.14,6.05
2008,2706,第一店,5.31,6.3
2009,2706,第一店,5.02,5.94
2010,2706,第一店,4.36,5.03
2011,2706,第一店,3.32,3.79
2013,2706,第一店,4.09,4.66
2014,2706,第一店,4.98,5.67
2015,2706,第一店,5.34,6.1
2016,2706,第一店,5.54,6.32
2017,2706,第一店,5.91,6.75
2018,2706,第一店,4.33,4.96
2019,2706,第一店,5.03,5.8
2020,2706,第一店,1.52,          1.75
2021,2706,第一店,0.76,0.87
2022,2706,第一店,          2.81,          3.24
