年份,公司代號,公司名稱,ROE,ROA
1999,5469,瀚宇博,3.61,4.69
2000,5469,瀚宇博,4.91,6.7
2001,5469,瀚宇博,          6.49,9.62
2002,5469,瀚宇博,5.42,7.81
2003,5469,瀚宇博,7.22,12.1
2004,5469,瀚宇博,12.21,19.11
2005,5469,瀚宇博,12.01,16.11
2006,5469,瀚宇博,10.3,13.33
2007,5469,瀚宇博,14.29,17.16
2008,5469,瀚宇博,5.91,6.66
2009,5469,瀚宇博,11.66,13.27
2010,5469,瀚宇博,4.35,5.72
2011,5469,瀚宇博,3.39,4.88
2013,5469,瀚宇博,-0.13,-2.91
2014,5469,瀚宇博,2.23,4.33
2015,5469,瀚宇博,0.98,0.8
2016,5469,瀚宇博,2.96,6.24
2017,5469,瀚宇博,2.59,4.97
2018,5469,瀚宇博,3.59,6.82
2019,5469,瀚宇博,5.41,10.23
2020,5469,瀚宇博,5.91,         10.92
2021,5469,瀚宇博,7.85,14.76
2022,5469,瀚宇博,          6.31,         11.59
