年份,公司代號,公司名稱,ROE,ROA
1993,2024,志聯,6.65,10.92
1994,2024,志聯,6.55,11.25
1995,2024,志聯,7.32,11.7
1996,2024,志聯,-0.54,-5.37
1997,2024,志聯,1.71,1.31
1998,2024,志聯,-6.1,-18.34
2000,2024,志聯,-4.0,-16.0
2001,2024,志聯,         -7.00,-23.0
2002,2024,志聯,-2.0,-11.0
2003,2024,志聯,-4.0,-16.0
2004,2024,志聯,2.0,2.0
2005,2024,志聯,-2.0,-10.0
2006,2024,志聯,8.0,13.0
2007,2024,志聯,1.0,-1.0
2008,2024,志聯,3.0,3.0
2009,2024,志聯,-11.0,-24.0
2010,2024,志聯,7.0,13.0
2011,2024,志聯,6.0,11.0
2013,2024,志聯,2.74,3.94
2014,2024,志聯,6.24,11.34
2015,2024,志聯,2.23,3.08
2016,2024,志聯,5.39,9.02
2017,2024,志聯,5.3,8.79
2018,2024,志聯,3.97,6.31
2019,2024,志聯,1.33,1.47
2020,2024,志聯,1.8,          2.36
2021,2024,志聯,7.58,12.01
2022,2024,志聯,          2.75,          3.87
