年份,公司代號,公司名稱,ROE,ROA
1991,1314,中石化,4.11,4.7
1992,1314,中石化,-1.47,-1.91
1993,1314,中石化,0.89,1.07
1994,1314,中石化,-12.02,-19.13
1995,1314,中石化,3.63,5.29
1996,1314,中石化,5.27,8.07
1997,1314,中石化,5.37,8.91
1998,1314,中石化,1.58,0.74
1999,1314,中石化,0.43,-1.44
2000,1314,中石化,1.14,0.49
2001,1314,中石化,         -3.73,-20.96
2002,1314,中石化,-0.93,-12.63
2003,1314,中石化,1.78,2.0
2004,1314,中石化,2.54,4.61
2005,1314,中石化,3.93,7.13
2006,1314,中石化,5.48,9.22
2007,1314,中石化,7.35,13.04
2008,1314,中石化,-6.45,-14.78
2009,1314,中石化,5.4,9.81
2010,1314,中石化,14.83,24.71
2011,1314,中石化,22.22,32.48
2013,1314,中石化,-3.19,-4.42
2014,1314,中石化,0.49,0.55
2015,1314,中石化,0.31,0.16
2016,1314,中石化,-2.22,-3.6
2017,1314,中石化,7.9,10.72
2018,1314,中石化,5.07,6.6
2019,1314,中石化,1.98,2.58
2020,1314,中石化,0.85,          0.98
2021,1314,中石化,3.21,4.75
2022,1314,中石化,          0.41,          0.26
